id,case_title,source_pdf,source_folder,source_school,source_year,page_start,page_end,page_count,output_pdf_path,extraction_confidence,detection_method,needs_manual_review,industry,case_type,difficulty_overall,difficulty_quant,difficulty_qual,interviewer_style,prompt_excerpt,matched_toc_title,matched_start_page_text,matched_patterns,confidence_notes,review_flags
05acadad-19a7-4e8c-aea4-a14f4e9f9e94,PharmaCo,Booth/Darden 2024.pdf,Booth,booth,2024,74,81,8,cases/Booth/Darden 2024/pharmaco.pdf,1.0,manual_override_darden_2024,False,Healthcare,M&A,,,,,"PharmaCo is a pharmaceutical company with $10 billion in annual revenue. 
It’s corporate HQ and primary R&D centers are in Switzerland, with regional sales 
offices worldwide. PharmaCo is interested in entering a new, rapidly growing segment 
of drugs called “biologicals.” To gain the R&D capabiliti",PharmaCo,,manual_ground_truth_index,"Ground-truth index: exact page ranges, no heuristics.",
55e280eb-9205-436c-a0bb-c6fa0efaebd9,Circle Bubble,Booth/Darden 2024.pdf,Booth,booth,2024,82,91,10,cases/Booth/Darden 2024/circle-bubble.pdf,1.0,manual_override_darden_2024,False,Financial Services,Growth,,,,,"The Private Equity Fund PEGrowth has recently acquired a company called Circle, 
which is a company in the protective packaging space. Your consulting firm had 
worked on the due diligence process for this deal and now the fund wants to increase 
the value of the company. Due to the cost-cutting pro",Circle Bubble,,manual_ground_truth_index,"Ground-truth index: exact page ranges, no heuristics.",
48bfc518-8901-4f1d-b5bd-d995f9ca2910,Shisha: Just Blowing Smoke?,Booth/Darden 2024.pdf,Booth,booth,2024,92,102,11,cases/Booth/Darden 2024/shisha-just-blowing-smoke.pdf,1.0,manual_override_darden_2024,False,Technology,Market Entry,,,,,"Over the past five years, the government of Saudi Arabia has been focused on reducing economic 
dependence on oil by diversifying the domestic economy. As part of this effort, the government has 
evidenced a willingness to relax certain social norms. As part of the diversification initiative, the 
g",Shisha: Just Blowing Smoke?,,manual_ground_truth_index,"Ground-truth index: exact page ranges, no heuristics.",
558f4263-051f-4701-9d8e-aec660d40591,Entertainment Co.,Booth/Darden 2024.pdf,Booth,booth,2024,103,114,12,cases/Booth/Darden 2024/entertainment-co.pdf,1.0,manual_override_darden_2024,False,Technology,M&A,,,,,"EntertainmentCo is the world’s largest live entertainment company, with two distinct 
business divisions—a ticketing division and a venue management division. Due to an 
anticipated crackdown from federal regulators, EntertainmentCo is planning a spin-off 
of its ticketing division. Your client is a",Entertainment Co.,,manual_ground_truth_index,"Ground-truth index: exact page ranges, no heuristics.",
21cf1c23-052b-4ad1-99ef-e07d986fdba2,Robots Inc.,Booth/Darden 2024.pdf,Booth,booth,2024,115,125,11,cases/Booth/Darden 2024/robots-inc.pdf,1.0,manual_override_darden_2024,False,Technology,Growth,,,,,"Robots Inc. is a rapidly growing startup in the artificial intelligence sector specializing in 
generative AI models for various industries. Recently, with the popularity of AI, the 
company has attracted a large amount of funding and plans to expand their services. 
However, since it’s a very new m",Robots Inc.,,manual_ground_truth_index,"Ground-truth index: exact page ranges, no heuristics.",
762ba3a6-e2a5-46ba-8ed4-992f1e0f381e,Opus Two,Booth/Darden 2024.pdf,Booth,booth,2024,126,134,9,cases/Booth/Darden 2024/opus-two.pdf,1.0,manual_override_darden_2024,False,Retail / CPG,,,,,Interviewer-led,"Our client, Opus Two, is one of the most prestigious wineries in Napa Valley.
The winery is renowned for crafting a single, exceptional wine – a Meritage Red Blend.
Despite its reputation, Opus Two faces significant challenges due to climate change. 
Rising temperatures, extended droughts, and recen",Opus Two,,manual_ground_truth_index,"Ground-truth index: exact page ranges, no heuristics.; case_type not extracted",
9eccad78-6863-4b30-a49e-ee116da31278,News Co.,Booth/Darden 2024.pdf,Booth,booth,2024,135,145,11,cases/Booth/Darden 2024/news-co.pdf,1.0,manual_override_darden_2024,False,Media / Entertainment,Profitability,,,,,"NewsCo. is a TV network that offers live news and pre-recorded entertainment programming. They're 
concerned about a recent survey showing a decline in viewers' trust. This is particularly worrisome 
because NewsCo. prides itself on high-quality journalism and uses the tagline ""News You Can Trust.""",News Co.,,manual_ground_truth_index,"Ground-truth index: exact page ranges, no heuristics.",
65f86da1-3719-4965-9eda-e6c3568969ae,MedTech Co.,Booth/Fuqua 2026.pdf,Booth,booth,2026,31,41,11,cases/Booth/Fuqua 2026/medtech-co.pdf,1.0,manual_override_fuqua_2026,False,Healthcare,Profitability,,,,,"Case Overview
Interviewer Guidance
• Case Steps
-
Exhibit #1: Product Line Financials
-
Brainstorm #1: Optimization of Portfolio
-
Exhibit #2: Positioning
-
Brainstorm #2: Improve Profitability
• Clarifying Information (If Prompted)
-
Objective: Focus on high-growth, high-margin product lines; 
pote",MedTech Co.,,manual_ground_truth_index,"Ground-truth index: exact page ranges, no heuristics.",
df7aab63-2d04-47e9-ad12-1ddd35b85c33,The Grass is Greener,Booth/Fuqua 2026.pdf,Booth,booth,2026,42,52,11,cases/Booth/Fuqua 2026/the-grass-is-greener.pdf,1.0,manual_override_fuqua_2026,False,Financial Services,Profitability,,,,,"Case Overview
Interviewer Guidance
• Case Steps
-
Exhibit #1: Annual Farm Emissions
-
Exhibit #2: Adoption Barriers
-
Brainstorm: Improve Adoptions
-
Exhibit #3: Annual Financial Comparison
-
Recommendations and next steps
• Clarifying Information (If Prompted)
-
Definition: Regen ≠ Organic. Organic",The Grass is Greener,,manual_ground_truth_index,"Ground-truth index: exact page ranges, no heuristics.",
d7cf9944-dcf4-4121-8331-a8b084b7e744,BioPharma LOE,Booth/Fuqua 2026.pdf,Booth,booth,2026,53,63,11,cases/Booth/Fuqua 2026/biopharma-loe.pdf,1.0,manual_override_fuqua_2026,False,Healthcare,M&A,,,,,"Case Overview
Interviewer Guidance
• Case Steps
-
Exhibit #1: Pharma Companies Comparison
-
Exhibit #2: IT Cost Structure
-
Brainstorm: Ways to reduce cost
-
Exhibit #3: Outsourcing Potential
-
Recommendations and next steps
• Clarifying Information (If Prompted)
-
Business Model: Client sells KeyCh",BioPharma LOE,,manual_ground_truth_index,"Ground-truth index: exact page ranges, no heuristics.",
027577f2-1670-4231-ba41-daa4aaf6bdea,Breaking out of Boston,Booth/Fuqua 2026.pdf,Booth,booth,2026,64,71,8,cases/Booth/Fuqua 2026/breaking-out-of-boston.pdf,1.0,manual_override_fuqua_2026,False,Technology,Growth,,,,,"Case Overview
Interviewer Guidance
•
Case Steps
-
Framework
-
Exhibit #1: Location Information
-
Exhibit #2: Breakeven Analysis
-
Brainstorming
Our client is Future Builders (FB), a Boston-based educational non-profit founded 10 
years ago. FB provides intensive STEM and vocational training programs",Breaking out of Boston,,manual_ground_truth_index,"Ground-truth index: exact page ranges, no heuristics.",
663fca29-787d-49ee-8a8a-4cf2e8ce41dd,Big Fat Greek Problem,Booth/Fuqua 2026.pdf,Booth,booth,2026,72,82,11,cases/Booth/Fuqua 2026/big-fat-greek-problem.pdf,1.0,manual_override_fuqua_2026,False,Technology,Profitability,,,,,"Case Overview
Interviewer Guidance
• Case Steps
-
Exhibit #1: Apartment occupancy & revenue by size 
-
Exhibit #2: Athens hotel market 
-
Brainstorm: Strategic options to respond to competitive 
pressure Exhibit #3: Renovation economics
-
Recommendation & Next Steps
We are back in 2018, and your cli",Big Fat Greek Problem,,manual_ground_truth_index,"Ground-truth index: exact page ranges, no heuristics.",
6a6789f5-6010-4fe5-8357-503e7670dd3c,Fasten your Seatbelts,Booth/Fuqua 2026.pdf,Booth,booth,2026,83,93,11,cases/Booth/Fuqua 2026/fasten-your-seatbelts.pdf,1.0,manual_override_fuqua_2026,False,Financial Services,Operations,,,,,"Case Overview
Interviewer Guidance
• Case Steps
-
Exhibit #1: Apartment occupancy & revenue by size 
-
Exhibit #2: Athens hotel market 
-
Brainstorm: Strategic options to respond to competitive 
pressure Exhibit #3: Renovation economics
-
Recommendation & Next Steps
• Clarifying Questions:
-
Goal: T",Fasten your Seatbelts,,manual_ground_truth_index,"Ground-truth index: exact page ranges, no heuristics.",
52823cdd-d55a-4d06-9901-9d25d4d52f2b,Tiny Ripples Coffee Co.,Booth/Fuqua 2026.pdf,Booth,booth,2026,94,102,9,cases/Booth/Fuqua 2026/tiny-ripples-coffee-co.pdf,1.0,manual_override_fuqua_2026,False,Technology,Growth,,,,,"Case Overview
Interviewer Guidance
• Case Steps:
✓Exhibit #1: Financial Data
✓Brainstorm #1: Possible Solutions
✓Exhibit #2: Options to Explore
✓Recommendations and next steps
• Clarifying Information (If Prompted):
✓Objective: Client wants to improve its net profit by at least 40%
✓Business Model:",Tiny Ripples Coffee Co.,,manual_ground_truth_index,"Ground-truth index: exact page ranges, no heuristics.",
9db13840-4313-4052-b15d-3d01d0722fd1,Pet Paws,Booth/Fuqua 2026.pdf,Booth,booth,2026,103,113,11,cases/Booth/Fuqua 2026/pet-paws.pdf,1.0,manual_override_fuqua_2026,False,Retail / CPG,M&A,,,,,"Case Overview
Interviewer Guidance
•
Case Steps
-
Exhibit #1: Revenue Information
-
Exhibit #2: Costs Information
-
Exhibit #3: Give WACC
-
Brainstorm #1
-
Exhibit #4: Give synergy uplift
-
Recommendations and next steps
•
Clarifying Information:
>
Goal: Client has been looking to make a successful",Pet Paws,,manual_ground_truth_index,"Ground-truth index: exact page ranges, no heuristics.",
76366771-68d4-4524-9527-9a94eba6b616,AI in the Clouds,Booth/Fuqua 2026.pdf,Booth,booth,2026,114,124,11,cases/Booth/Fuqua 2026/ai-in-the-clouds.pdf,1.0,manual_override_fuqua_2026,False,Technology,M&A,,,,,"Case Overview
Interviewer Guidance
•
Case Steps
✓Exhibit #1: Current Sales Process
✓Brainstorm #1: AI impact on sales
✓Exhibit #2: AI initiatives for sales
✓Quantitative Exercise: Calculate incremental profit
✓Brainstorm #2: Prioritizing other departments for AI rollout
•
Clarifying Information (If",AI in the Clouds,,manual_ground_truth_index,"Ground-truth index: exact page ranges, no heuristics.",
ced23d73-6e4a-4865-b0a6-a827c558b2ca,Lactose King,Booth/Fuqua 2026.pdf,Booth,booth,2026,125,134,10,cases/Booth/Fuqua 2026/lactose-king.pdf,1.0,manual_override_fuqua_2026,False,Retail / CPG,Growth,,,,,"Case Overview
Interviewer Guidance
• Lactose King operates under a simple business model 
of owning and operating all of their own stores, 
procuring ingredients from various suppliers throughout 
the country, and processing/serving the ice cream at 
individual locations.
• They serve only soft-serv",Lactose King,,manual_ground_truth_index,"Ground-truth index: exact page ranges, no heuristics.",
2d2c50d3-296b-4917-b753-8aa474292390,Born for Beauty,Booth/Fuqua 2026.pdf,Booth,booth,2026,135,144,10,cases/Booth/Fuqua 2026/born-for-beauty.pdf,1.0,manual_override_fuqua_2026,False,Retail / CPG,Growth,,,,,"Case Overview
Interviewer Guidance
• Case Steps
-
Exhibit #1: User ratings
-
Exhibit #2: Competitive product mix
-
Brainstorm: New product factors
-
Exhibit #3: Product launches
-
Recommendations and next steps
• Clarifying Information (If Prompted)
-
BFB is primarily e-commerce, with a handful of p",Born for Beauty,,manual_ground_truth_index,"Ground-truth index: exact page ranges, no heuristics.",
18ddfad8-321c-4a2a-94b7-2be89460596a,MotherTech,Booth/Fuqua 2026.pdf,Booth,booth,2026,145,155,11,cases/Booth/Fuqua 2026/mothertech.pdf,1.0,manual_override_fuqua_2026,False,Technology,M&A,,,,,"Case Overview
Interviewer Guidance
•
Case Steps
-
Framework
-
Exhibit #1: Market Size and Market Share
-
Exhibit #2: Operating Expenses 
-
Exhibit #3: Recent M&A in Maternal Health
-
Brainstorming
-
Recommendations and next steps
Product Information: MotherTech is a digital marketplace that connects",MotherTech,,manual_ground_truth_index,"Ground-truth index: exact page ranges, no heuristics.",
81a2aaa5-587b-42c5-b862-5b5d5d262d8e,Bumpers R Us,Booth/Fuqua 2026.pdf,Booth,booth,2026,156,164,9,cases/Booth/Fuqua 2026/bumpers-r-us.pdf,1.0,manual_override_fuqua_2026,False,,Operations,,,,Interviewer-led,"Interviewer Guidance
• Case Steps
-
Exhibit #1: Manufacturing process
-
Brainstorm #1: Process improvement
-
Exhibit #2: Strategic initiatives
-
Recommendations and next steps
• Clarifying Information (If Prompted)
-
Bumpers-R-Us is a domestic supplier that purchases raw 
materials from around the w",Bumpers R Us,,manual_ground_truth_index,"Ground-truth index: exact page ranges, no heuristics.; industry not extracted",
00dd6248-2ebc-47aa-85a6-bde996ca8467,A-Plus School District,Booth/Fuqua 2026.pdf,Booth,booth,2026,165,174,10,cases/Booth/Fuqua 2026/a-plus-school-district.pdf,1.0,manual_override_fuqua_2026,False,,,,,,,"Case Overview
Interviewer Guidance
• Case Steps
✓Exhibit #1: Student Achievement Data
✓Exhibit #2: Student-Teacher Ratios
✓Exhibit #3: Teacher Budget Distribution
✓Recommendations and Next Steps
• Clarifying Information (If Prompted)
✓Objective: Identify root causes of low proficiency and 
recommend",A-Plus School District,,manual_ground_truth_index,"Ground-truth index: exact page ranges, no heuristics.; industry not extracted; case_type not extracted",
e239ab89-ad7b-4d62-8113-56501a3537ba,Sardine Airlines,Booth/Fuqua 2026.pdf,Booth,booth,2026,175,185,11,cases/Booth/Fuqua 2026/sardine-airlines.pdf,1.0,manual_override_fuqua_2026,False,Airlines / Transportation,Profitability,,,,,"Case Overview
Interviewer Guidance
• Clarifying Information (If Prompted)
-
Sardine Airlines competes primarily on having the lowest 
cost fares and offering minimal service
-
Due to its business model Sardine Airlines has a culture of 
cost savings that can be passed to the customer
-
Sardine Airli",Sardine Airlines,,manual_ground_truth_index,"Ground-truth index: exact page ranges, no heuristics.",
2ae04caa-0ce7-4eba-ac58-b8857201c6d9,Goodbye Horses,Booth/Fuqua 2026.pdf,Booth,booth,2026,186,194,9,cases/Booth/Fuqua 2026/goodbye-horses.pdf,1.0,manual_override_fuqua_2026,False,Healthcare,Investment,,,,,"Case Overview
Interviewer Guidance
•
The prompt can be ambiguous, and many interviewees may drive 
the case towards evaluating the projects or building a profit tree of 
the existing business to identify any issues. Neither of these 
approaches directly answers the prompt but probe them to realize",Goodbye Horses,,manual_ground_truth_index,"Ground-truth index: exact page ranges, no heuristics.",
3aba38f0-cd7f-4a64-8e10-debe9c092ef7,Scrub Strategy,Booth/Fuqua 2026.pdf,Booth,booth,2026,195,204,10,cases/Booth/Fuqua 2026/scrub-strategy.pdf,1.0,manual_override_fuqua_2026,False,Retail / CPG,Growth,,,,,"Case Overview
Interviewer Guidance
• Case Steps
-
List out all, Exhibits, Brainstorms, and final 
recommendations in the needed order
-
Exhibit #1: Potential Test Markets
-
Brainstorm #1: Transition Brainstorm
-
Exhibit #2: Market Results
-
Brainstorm #2: Marketing Strategy
-
Recommendations and nex",Scrub Strategy,,manual_ground_truth_index,"Ground-truth index: exact page ranges, no heuristics.",
619703f2-21a5-4aa9-b3df-b846ef13df94,Swift Business,Booth/Fuqua 2026.pdf,Booth,booth,2026,205,215,11,cases/Booth/Fuqua 2026/swift-business.pdf,1.0,manual_override_fuqua_2026,False,Technology,Market Entry,,,,,"Case Overview
Interviewer Guidance
• Case Steps
-
Exhibit #1: Market sizing
-
Brainstorm #1: Revenue factors
-
Exhibit #2: Revenue opportunity
-
Brainstorm #2: Switching factors
-
Exhibit #3: Add’l revenue opportunities
-
Recommendations & next steps
• Clarifying Information (If Prompted)
-
Currentl",Swift Business,,manual_ground_truth_index,"Ground-truth index: exact page ranges, no heuristics.",
ac9d6451-c963-4cb3-9937-b0a5b8e959fe,Practice Case 1 (Retailer),Booth/Harvard 2002.pdf,Booth,booth,2002,38,39,2,cases/Booth/Harvard 2002/practice-case-1-retailer.pdf,1.0,manual_override_harvard_2002,False,Retail / CPG,Profitability,,,,,"A major retailer of clothing and household products has been experiencing sluggish growth and less than expected profits in the last 
few years. The CEO has hired you to help her increase the company's annual growth rate and ultimately its profitability. 
 
• 
The retailer has 15 stores located in s",Practice Case 1 (Retailer),,manual_ground_truth_index,Printed pages 34–35; PDF offset +4.,
1961b1e0-988a-4ccf-b6c2-c7e0d2b85a67,Practice Case 2 (Butcher Shop),Booth/Harvard 2002.pdf,Booth,booth,2002,40,42,3,cases/Booth/Harvard 2002/practice-case-2-butcher-shop.pdf,1.0,manual_override_harvard_2002,False,,Operations,,,,,"A fast food chain recently bought a bovine meat-processing outlet to supply it with fresh hamburgers and other meets.  The shop process is: cows enter 
from one end of the shop, meat gets processed in the middle, and then the meat gets packaged and delivered at the other end. 
 
Meat 
Delivered 
Mea",Practice Case 2 (Butcher Shop),,manual_ground_truth_index,Printed pages 36–38; PDF offset +4.; industry not extracted,
82fbcd3d-4ec7-4d6a-bee5-3c1ac3bf3d95,Practice Case 3 (Juice Producer),Booth/Harvard 2002.pdf,Booth,booth,2002,43,44,2,cases/Booth/Harvard 2002/practice-case-3-juice-producer.pdf,1.0,manual_override_harvard_2002,False,Technology,Profitability,,,,,"A major producer of juice is in the business of processing and packaging fruit juice for retail outlets. Traditionally, the producer has packaged the juice in 
18-ounce carton containers. Recently, in response to demand from the market, the producer purchased a machine that packages the juice in pla",Practice Case 3 (Juice Producer),,manual_ground_truth_index,Printed pages 39–40; PDF offset +4.,
688765c7-6be1-4f1a-a10e-c2b98365dcae,Practice Case 4 (Chemical Manufacturer),Booth/Harvard 2002.pdf,Booth,booth,2002,45,46,2,cases/Booth/Harvard 2002/practice-case-4-chemical-manufacturer.pdf,1.0,manual_override_harvard_2002,False,,Profitability,,,,,"A major chemical manufacturer produces a chemical product used to preserve foods in containers. Despite an increase in market share, the manufacturer 
has experienced a decline in profits. The CEO of the company is worried about this trend and hires you to investigate. 
 
Recommended Solution 
 
Hig",Practice Case 4 (Chemical Manufacturer),,manual_ground_truth_index,Printed pages 41–42; PDF offset +4.; industry not extracted,
3ddc16b0-0c26-417e-b708-10def1c1d26a,Practice Case 5 (Viettel),Booth/Harvard 2002.pdf,Booth,booth,2002,47,48,2,cases/Booth/Harvard 2002/practice-case-5-viettel.pdf,1.0,manual_override_harvard_2002,False,,Operations,,,,,"A tire manufacturer in Vietnam, VieTire, has been the only player in that market due to high tariffs on imports. They dominate the tire industry. As it 
stands, the tariff is 50% of the total cost to produce and ship a tire to Vietnam.  Because of the forces of globalization and lower consumer price",Practice Case 5 (Viettel),,manual_ground_truth_index,Printed pages 43–44; PDF offset +4.; industry not extracted,
cd073239-aeef-45bc-a93f-05142d2323f1,Practice Case 6 (World View),Booth/Harvard 2002.pdf,Booth,booth,2002,49,50,2,cases/Booth/Harvard 2002/practice-case-6-world-view.pdf,1.0,manual_override_harvard_2002,False,,Growth,,,,,"A cable TV company from Canada, World View, had recently entered the US market in the northeast to expand its market share. World View saw this 
move as an opportunity to capture a large part of the US market (4MM consumers) in a market with very little competition. However, in the last couple of 
y",Practice Case 6 (World View),,manual_ground_truth_index,Printed pages 45–46; PDF offset +4.; industry not extracted,
f5c67191-27dd-45b3-be44-29e6603bda02,Practice Case 7 (Le Seine),Booth/Harvard 2002.pdf,Booth,booth,2002,51,52,2,cases/Booth/Harvard 2002/practice-case-7-le-seine.pdf,1.0,manual_override_harvard_2002,False,Retail / CPG,Growth,,,,,"A French soft drink company, Le Seine, is looking to diversify its holdings by investing in a new fast food chain in the US. You are hired to determine 
whether they should pursue this path and, if so, how they should go about execution. 
 
Recommended Solution 
High Level Plan of Attack 
• 
Underst",Practice Case 7 (Le Seine),,manual_ground_truth_index,Printed pages 47–48; PDF offset +4.,
b6d05cbe-41d1-4b7b-a675-8c9bc488744b,Practice Case 8 (Beer Brew),Booth/Harvard 2002.pdf,Booth,booth,2002,53,54,2,cases/Booth/Harvard 2002/practice-case-8-beer-brew.pdf,1.0,manual_override_harvard_2002,False,Retail / CPG,Pricing,,,,,"A major US beer company, Beer Brew, recently entered the UK market. Two years after entry, the company is still losing money. Despite 
a high per capita consumption of beer in the UK market, sales have been very disappointing. What explains this phenomenon? 
 
Recommended Solution 
High Level Plan o",Practice Case 8 (Beer Brew),,manual_ground_truth_index,Printed pages 49–50; PDF offset +4.,
c471c560-02e1-40f4-87c9-b1f09e7f8282,Practice Case 9 (Wheeler Dealer),Booth/Harvard 2002.pdf,Booth,booth,2002,55,56,2,cases/Booth/Harvard 2002/practice-case-9-wheeler-dealer.pdf,1.0,manual_override_harvard_2002,False,Retail / CPG,Growth,,,,,"A major auto service chain, Wheeler Dealer, has enjoyed healthy returns on its 30-store operation for the past 10 years. However, 
management feels that the chain needs to expand, as the current geographical areas in which they are based have become saturated.   
For the past couple of years, they h",Practice Case 9 (Wheeler Dealer),,manual_ground_truth_index,Printed pages 51–52; PDF offset +4.,
2b2bf9f1-c819-4c2d-ba38-870726af6a76,Practice Case 10 (Travel Agency),Booth/Harvard 2002.pdf,Booth,booth,2002,57,58,2,cases/Booth/Harvard 2002/practice-case-10-travel-agency.pdf,1.0,manual_override_harvard_2002,False,,Profitability,,,,,"A travel agency makes a 10% commission on all of its travel bookings. Their current profit before taxes is $1MM, while the industry 
average ranges from $2MM to $3.5MM. Why are they making less than the industry average? 
 
Recommended Solution 
 
High Level Plan of Attack 
• 
We need to understand",Practice Case 10 (Travel Agency),,manual_ground_truth_index,Printed pages 53–54; PDF offset +4.; industry not extracted,
